PACKAGE_NAME	PACKAGE_VERS	HOLDER	0	MAPPED_NAME	MAPPED_VERS	1	Y	NATIV	2006-08-16 16:49:27.419138
Microsoft Office 2000 SR-1 MultiLanguage Pack Disc 3	9.00.3821	HOLDER	0	MICROSOFT OFFICE STANDARD EDITION	9.00.3821	1	Y	NATIV	2006-08-16 16:49:27.419138
Microsoft Office 2000 SR-1 MultiLanguage Pack Disc 5	9.00.3821	HOLDER	0	MICROSOFT OFFICE STANDARD EDITION	9.00.3821	1	Y	NATIV	2006-08-16 16:49:27.419138
Microsoft Office 2000 SR-1 MultiLanguage Pack Disc 6	9.00.3821	HOLDER	0	MICROSOFT OFFICE STANDARD EDITION	9.00.3821	1	Y	NATIV	2006-08-16 16:49:27.419138
Microsoft Office 97 Standard	""	HOLDER	0	MICROSOFT OFFICE STANDARD EDITION	97	1	Y	NATIV	2006-08-16 16:49:27.419138
Microsoft Office 97, Professional	""	HOLDER	0	MICROSOFT OFFICE PROFESSIONAL EDITION	97	1	Y	NATIV	2006-08-16 16:49:27.419138
Microsoft Office 97, wersja Standard	""	HOLDER	0	MICROSOFT OFFICE STANDARD EDITION	97	1	Y	NATIV	2006-08-16 16:49:27.419138
Microsoft Office Excel 2003	11.0.5614.0	HOLDER	0	MICROSOFT EXCEL	11.0.5614.0	1	Y	NATIV	2006-08-16 16:49:27.419138
Microsoft Office Standard Edition 2003	11.0.5614.0	HOLDER	0	MICROSOFT OFFICE STANDARD EDITION	11.0.5614.0	1	Y	NATIV	2006-08-16 16:49:27.419138
Microsoft Office Visio Professional 2003	11.0.3216.5614	HOLDER	0	MICROSOFT VISIO PROFESSIONAL EDITION	11.0.3216.5614	1	Y	NATIV	2006-08-16 16:49:27.419138
Microsoft Office Visio Standard 2003	11.0.3216.5614	HOLDER	0	MICROSOFT VISIO STANDARD EDITION	11.0.3216.5614	1	Y	NATIV	2006-08-16 16:49:27.419138
Microsoft Office XP Professional	10.0.6626.0	HOLDER	0	MICROSOFT OFFICE PROFESSIONAL EDITION	10.0.6626.0	1	Y	NATIV	2006-08-16 16:49:27.419138
Microsoft Office XP Professional met FrontPage	10.0.2627.11	HOLDER	0	MICROSOFT OFFICE PROFESSIONAL EDITION	10.0.2627.11	1	Y	NATIV	2006-08-16 16:49:27.419138
Microsoft Office XP Professional with FrontPage	10.0.6626.0	HOLDER	0	MICROSOFT OFFICE PROFESSIONAL EDITION	10.0.6626.0	1	Y	NATIV	2006-08-16 16:49:27.419138
Microsoft Office XP Standard	10.0.6626.0	HOLDER	0	MICROSOFT OFFICE STANDARD EDITION	10.0.6626.0	1	Y	NATIV	2006-08-16 16:49:27.419138
Microsoft Outlook 2002	10.0.2627.4	HOLDER	0	MICROSOFT OUTLOOK 2002	10.0.2627.4	1	N	NATIV	2006-08-16 16:49:27.419138
Microsoft Outlook 2002	10.0.2627.5	HOLDER	0	MICROSOFT OUTLOOK 2002	10.0.2627.5	1	N	NATIV	2006-08-16 16:49:27.419138
Microsoft Outlook 2002	10.0.2701.01	HOLDER	0	MICROSOFT OUTLOOK 2002	10.0.2701.01	1	N	NATIV	2006-08-16 16:49:27.419138
Microsoft Outlook 2002	10.0.6626.0	HOLDER	0	MICROSOFT OUTLOOK 2002	10.0.6626.0	1	N	NATIV	2006-08-16 16:49:27.419138
Microsoft PowerPoint 2000 SR-1	9.00.9327	HOLDER	0	MICROSOFT POWERPOINT	9.00.9327	1	Y	NATIV	2006-08-16 16:49:27.419138
Microsoft Project Professional 2002	10.0.8326.0	HOLDER	0	MICROSOFT PROJECT STANDARD EDITION	10.0.8326.0	1	Y	NATIV	2006-08-16 16:49:27.419138
Microsoft Project Server 2002	10.0.8326.0	HOLDER	0	MICROSOFT PROJECT STANDARD EDITION	10.0.8326.0	1	Y	NATIV	2006-08-16 16:49:27.419138
Microsoft Project Standard 2002	10.0.2915.9	HOLDER	0	MICROSOFT PROJECT STANDARD EDITION	10.0.2915.9	1	Y	NATIV	2006-08-16 16:49:27.419138
Microsoft Project Standard 2002	10.0.8326.0	HOLDER	0	MICROSOFT PROJECT STANDARD EDITION	10.0.8326.0	1	Y	NATIV	2006-08-16 16:49:27.419138
Microsoft SQL Server 2000	""	HOLDER	0	MICROSOFT SQL SERVER STANDARD EDITION	2000	1	Y	NATIV	2006-08-16 16:49:27.419138
Microsoft SQL Server 2000 (BCSQLDEV)	8.00.194	HOLDER	0	MICROSOFT SQL SERVER STANDARD EDITION	8.00.194	1	Y	NATIV	2006-08-16 16:49:27.419138
Microsoft SQL Server 2000 (BEST)	8.00.761	HOLDER	0	MICROSOFT SQL SERVER STANDARD EDITION	8.00.761	1	Y	NATIV	2006-08-16 16:49:27.419138
Microsoft SQL Server 2000 (BTACPT)	8.00.760	HOLDER	0	MICROSOFT SQL SERVER STANDARD EDITION	8.00.760	1	Y	NATIV	2006-08-16 16:49:27.419138
Microsoft SQL Server 2000 (BTDEV)	8.00.760	HOLDER	0	MICROSOFT SQL SERVER STANDARD EDITION	8.00.760	1	Y	NATIV	2006-08-16 16:49:27.419138
Microsoft SQL Server 2000 (BTDEVIT)	8.00.760	HOLDER	0	MICROSOFT SQL SERVER STANDARD EDITION	8.00.760	1	Y	NATIV	2006-08-16 16:49:27.419138
Microsoft SQL Server 2000 (C170)	8.00.534	HOLDER	0	MICROSOFT SQL SERVER STANDARD EDITION	8.00.534	1	Y	NATIV	2006-08-16 16:49:27.419138
Microsoft SQL Server 2000 (CRYSTALENT)	8.00.761	HOLDER	0	MICROSOFT SQL SERVER STANDARD EDITION	8.00.761	1	Y	NATIV	2006-08-16 16:49:27.419138
Microsoft SQL Server 2000 (CommvaultQiNetix)	8.00.760	HOLDER	0	MICROSOFT SQL SERVER STANDARD EDITION	8.00.760	1	Y	NATIV	2006-08-16 16:49:27.419138
Microsoft SQL Server 2000 (DCSQL1)	8.00.534	HOLDER	0	MICROSOFT SQL SERVER STANDARD EDITION	8.00.534	1	Y	NATIV	2006-08-16 16:49:27.419138
Microsoft SQL Server 2000 (DEV1)	8.00.760	HOLDER	0	MICROSOFT SQL SERVER STANDARD EDITION	8.00.760	1	Y	NATIV	2006-08-16 16:49:27.419138
Microsoft SQL Server 2000 (DEV2)	8.00.760	HOLDER	0	MICROSOFT SQL SERVER STANDARD EDITION	8.00.760	1	Y	NATIV	2006-08-16 16:49:27.419138
Microsoft SQL Server 2000 (DEW98)	8.00.534	HOLDER	0	MICROSOFT SQL SERVER STANDARD EDITION	8.00.534	1	Y	NATIV	2006-08-16 16:49:27.419138
Microsoft SQL Server 2000 (EDB)	8.00.194	HOLDER	0	MICROSOFT SQL SERVER STANDARD EDITION	8.00.194	1	Y	NATIV	2006-08-16 16:49:27.419138
Microsoft SQL Server 2000 (EXAMINER_DEV)	8.00.194	HOLDER	0	MICROSOFT SQL SERVER STANDARD EDITION	8.00.194	1	Y	NATIV	2006-08-16 16:49:27.419138
Microsoft SQL Server 2000 (FCNYCRMS1)	8.00.534	HOLDER	0	MICROSOFT SQL SERVER STANDARD EDITION	8.00.534	1	Y	NATIV	2006-08-16 16:49:27.419138
Microsoft SQL Server 2000 (FISMSSQL)	8.00.194	HOLDER	0	MICROSOFT SQL SERVER STANDARD EDITION	8.00.194	1	Y	NATIV	2006-08-16 16:49:27.419138
Microsoft SQL Server 2000 (FN145)	8.00.534	HOLDER	0	MICROSOFT SQL SERVER STANDARD EDITION	8.00.534	1	Y	NATIV	2006-08-16 16:49:27.419138
Microsoft SQL Server 2000 (FTPMCDEV)	8.00.761	HOLDER	0	MICROSOFT SQL SERVER STANDARD EDITION	8.00.761	1	Y	NATIV	2006-08-16 16:49:27.419138
Microsoft SQL Server 2000 (FTSQLDEV)	8.00.761	HOLDER	0	MICROSOFT SQL SERVER STANDARD EDITION	8.00.761	1	Y	NATIV	2006-08-16 16:49:27.419138
Microsoft SQL Server 2000 (HEATSHIELD_QAT)	8.00.761	HOLDER	0	MICROSOFT SQL SERVER STANDARD EDITION	8.00.761	1	Y	NATIV	2006-08-16 16:49:27.419138
Microsoft SQL Server 2000 (HRPRJDEV)	8.00.761	HOLDER	0	MICROSOFT SQL SERVER STANDARD EDITION	8.00.761	1	Y	NATIV	2006-08-16 16:49:27.419138
Microsoft SQL Server 2000 (IFSD1)	8.00.760	HOLDER	0	MICROSOFT SQL SERVER STANDARD EDITION	8.00.760	1	Y	NATIV	2006-08-16 16:49:27.419138
Microsoft SQL Server 2000 (IFSP1)	8.00.760	HOLDER	0	MICROSOFT SQL SERVER STANDARD EDITION	8.00.760	1	Y	NATIV	2006-08-16 16:49:27.419138
Microsoft SQL Server 2000 (INST1)	8.00.761	HOLDER	0	MICROSOFT SQL SERVER STANDARD EDITION	8.00.761	1	Y	NATIV	2006-08-16 16:49:27.419138
Microsoft SQL Server 2000 (INSTANCE2000)	8.00.534	HOLDER	0	MICROSOFT SQL SERVER STANDARD EDITION	8.00.534	1	Y	NATIV	2006-08-16 16:49:27.419138
Microsoft SQL Server 2000 (JPMCDS068)	8.00.761	HOLDER	0	MICROSOFT SQL SERVER STANDARD EDITION	8.00.761	1	Y	NATIV	2006-08-16 16:49:27.419138
Microsoft SQL Server 2000 (KEURIG_GP1)	8.00.760	HOLDER	0	MICROSOFT SQL SERVER STANDARD EDITION	8.00.760	1	Y	NATIV	2006-08-16 16:49:27.419138
Microsoft SQL Server 2000 (KEURIG_GP2)	8.00.760	HOLDER	0	MICROSOFT SQL SERVER STANDARD EDITION	8.00.760	1	Y	NATIV	2006-08-16 16:49:27.419138
Microsoft SQL Server 2000 (MSSP04)	8.00.760	HOLDER	0	MICROSOFT SQL SERVER STANDARD EDITION	8.00.760	1	Y	NATIV	2006-08-16 16:49:27.419138
Microsoft SQL Server 2000 (NADA)	8.00.194	HOLDER	0	MICROSOFT SQL SERVER STANDARD EDITION	8.00.194	1	Y	NATIV	2006-08-16 16:49:27.419138
Microsoft SQL Server 2000 (NIQT01)	8.00.760	HOLDER	0	MICROSOFT SQL SERVER STANDARD EDITION	8.00.760	1	Y	NATIV	2006-08-16 16:49:27.419138
Microsoft SQL Server 2000 (OUTSOFT)	8.00.761	HOLDER	0	MICROSOFT SQL SERVER STANDARD EDITION	8.00.761	1	Y	NATIV	2006-08-16 16:49:27.419138
Microsoft SQL Server 2000 (P221E)	8.00.760	HOLDER	0	MICROSOFT SQL SERVER STANDARD EDITION	8.00.760	1	Y	NATIV	2006-08-16 16:49:27.419138
Microsoft SQL Server 2000 (P221W)	8.00.760	HOLDER	0	MICROSOFT SQL SERVER STANDARD EDITION	8.00.760	1	Y	NATIV	2006-08-16 16:49:27.419138
Microsoft SQL Server 2000 (PRDCSA1)	8.00.760	HOLDER	0	MICROSOFT SQL SERVER STANDARD EDITION	8.00.760	1	Y	NATIV	2006-08-16 16:49:27.419138
Microsoft SQL Server 2000 (PRODUCTION)	8.00.761	HOLDER	0	MICROSOFT SQL SERVER STANDARD EDITION	8.00.761	1	Y	NATIV	2006-08-16 16:49:27.419138
Microsoft SQL Server 2000 (RETAILLEASE)	8.00.194	HOLDER	0	MICROSOFT SQL SERVER STANDARD EDITION	8.00.194	1	Y	NATIV	2006-08-16 16:49:27.419138
Microsoft SQL Server 2000 (SMS3000)	8.00.760	HOLDER	0	MICROSOFT SQL SERVER STANDARD EDITION	8.00.760	1	Y	NATIV	2006-08-16 16:49:27.419138
Microsoft SQL Server 2000 (SQLA03)	8.00.760	HOLDER	0	MICROSOFT SQL SERVER STANDARD EDITION	8.00.760	1	Y	NATIV	2006-08-16 16:49:27.419138
Microsoft SQL Server 2000 (SQLA04)	8.00.760	HOLDER	0	MICROSOFT SQL SERVER STANDARD EDITION	8.00.760	1	Y	NATIV	2006-08-16 16:49:27.419138
Microsoft SQL Server 2000 (SQLDEV)	8.00.761	HOLDER	0	MICROSOFT SQL SERVER STANDARD EDITION	8.00.761	1	Y	NATIV	2006-08-16 16:49:27.419138
Microsoft SQL Server 2000 (SQLP02)	8.00.760	HOLDER	0	MICROSOFT SQL SERVER STANDARD EDITION	8.00.760	1	Y	NATIV	2006-08-16 16:49:27.419138
Microsoft SQL Server 2000 (SQLP03)	8.00.761	HOLDER	0	MICROSOFT SQL SERVER STANDARD EDITION	8.00.761	1	Y	NATIV	2006-08-16 16:49:27.419138
Microsoft SQL Server 2000 (SQLP05)	8.00.760	HOLDER	0	MICROSOFT SQL SERVER STANDARD EDITION	8.00.760	1	Y	NATIV	2006-08-16 16:49:27.419138
Microsoft SQL Server 2000 (SQLP07)	8.00.760	HOLDER	0	MICROSOFT SQL SERVER STANDARD EDITION	8.00.760	1	Y	NATIV	2006-08-16 16:49:27.419138
Microsoft SQL Server 2000 (SQLP09)	8.00.761	HOLDER	0	MICROSOFT SQL SERVER STANDARD EDITION	8.00.761	1	Y	NATIV	2006-08-16 16:49:27.419138
Microsoft SQL Server 2000 (SRT)	8.00.760	HOLDER	0	MICROSOFT SQL SERVER STANDARD EDITION	8.00.760	1	Y	NATIV	2006-08-16 16:49:27.419138
Microsoft SQL Server 2000 (SRTRECOVERY)	8.00.760	HOLDER	0	MICROSOFT SQL SERVER STANDARD EDITION	8.00.760	1	Y	NATIV	2006-08-16 16:49:27.419138
Microsoft SQL Server 2000 (STAGING)	8.00.761	HOLDER	0	MICROSOFT SQL SERVER STANDARD EDITION	8.00.761	1	Y	NATIV	2006-08-16 16:49:27.419138
Microsoft SQL Server 2000 (SUNGARD)	8.00.761	HOLDER	0	MICROSOFT SQL SERVER STANDARD EDITION	8.00.761	1	Y	NATIV	2006-08-16 16:49:27.419138
Microsoft SQL Server 2000 (TEST)	8.00.761	HOLDER	0	MICROSOFT SQL SERVER STANDARD EDITION	8.00.761	1	Y	NATIV	2006-08-16 16:49:27.419138
Microsoft SQL Server 2000 (TIMETOINVEST)	8.00.760	HOLDER	0	MICROSOFT SQL SERVER STANDARD EDITION	8.00.760	1	Y	NATIV	2006-08-16 16:49:27.419138
Microsoft SQL Server 2000 (TRAINING_BC)	8.00.761	HOLDER	0	MICROSOFT SQL SERVER STANDARD EDITION	8.00.761	1	Y	NATIV	2006-08-16 16:49:27.419138
Microsoft SQL Server 2000 (U152_LK)	8.00.534	HOLDER	0	MICROSOFT SQL SERVER STANDARD EDITION	8.00.534	1	Y	NATIV	2006-08-16 16:49:27.419138
Microsoft SQL Server 2000 (U152_STL)	8.00.534	HOLDER	0	MICROSOFT SQL SERVER STANDARD EDITION	8.00.534	1	Y	NATIV	2006-08-16 16:49:27.419138
Microsoft SQL Server 2000 (U204)	8.00.760	HOLDER	0	MICROSOFT SQL SERVER STANDARD EDITION	8.00.760	1	Y	NATIV	2006-08-16 16:49:27.419138
Microsoft SQL Server 2000 (U207)	8.00.534	HOLDER	0	MICROSOFT SQL SERVER STANDARD EDITION	8.00.534	1	Y	NATIV	2006-08-16 16:49:27.419138
Microsoft SQL Server 2000 (U222_228)	8.00.534	HOLDER	0	MICROSOFT SQL SERVER STANDARD EDITION	8.00.534	1	Y	NATIV	2006-08-16 16:49:27.419138
Microsoft SQL Server 2000 (WTSDB01)	8.00.761	HOLDER	0	MICROSOFT SQL SERVER STANDARD EDITION	8.00.761	1	Y	NATIV	2006-08-16 16:49:27.419138
Microsoft SQL Server 2000 PivotTable Services	8.0	HOLDER	0	MICROSOFT SQL SERVER STANDARD EDITION	8.0	1	Y	NATIV	2006-08-16 16:49:27.419138
Microsoft SQL Server Desktop Engine (BKUPEXEC)	8.00.761	HOLDER	0	MICROSOFT SQL SERVER STANDARD EDITION	8.00.761	1	Y	NATIV	2006-08-16 16:49:27.419138
Captaris Web EFM	8.50.00	HOLDER	0	CAPTARIS INC CAPTARIS WEB EFM	8.50.00	1	Y	NATIV	2006-08-16 16:49:27.419138
Microsoft SharePoint	10.0.4330.0	HOLDER	0	MICROSOFT SHAREPOINT PORTAL SERVER	10.0.4330.0	1	N	NATIV	2006-08-16 16:49:27.419138
Microsoft SharePoint	10.0.6626.0	HOLDER	0	MICROSOFT SHAREPOINT PORTAL SERVER	10.0.6626.0	1	N	NATIV	2006-08-16 16:49:27.419138
Microsoft Visio Professional 2002 SR-1 [DEU]	10.1.2514	HOLDER	0	MICROSOFT VISIO PROFESSIONAL EDITION	10.1.2514	1	Y	NATIV	2006-08-16 16:49:27.419138
Microsoft Visio Professional 2002 [ESP]	10.0.525	HOLDER	0	MICROSOFT VISIO PROFESSIONAL EDITION	10.0.525	1	Y	NATIV	2006-08-16 16:49:27.419138
Microsoft Visio Professional 2002 [English]	10.2.5110	HOLDER	0	MICROSOFT VISIO PROFESSIONAL EDITION	10.2.5110	1	Y	NATIV	2006-08-16 16:49:27.419138
Microsoft Visio Standard 2002  SR-1  [FRA]	10.1.2514	HOLDER	0	MICROSOFT VISIO STANDARD EDITION	10.1.2514	1	Y	NATIV	2006-08-16 16:49:27.419138
Microsoft Visio Standard 2002 [ESP]	10.0.525	HOLDER	0	MICROSOFT VISIO STANDARD EDITION	10.0.525	1	Y	NATIV	2006-08-16 16:49:27.419138
Microsoft Visio Standard 2002 [ITA]	10.0.525	HOLDER	0	MICROSOFT VISIO STANDARD EDITION	10.0.525	1	Y	NATIV	2006-08-16 16:49:27.419138
Microsoft Visual Basic 6.0 dition Entreprise (Franais)	""	HOLDER	0	MICROSOFT VISUAL BASIC	6.0	1	Y	NATIV	2006-08-16 16:49:27.419138
Microsoft Visual C++ Toolkit 2003	1.00.0000	HOLDER	0	MICROSOFT VISUAL C++	1.0	1	Y	NATIV	2006-08-16 16:49:27.419138
Microsoft Visual Studio 6.0 dition Professionnelle (Franais)	""	HOLDER	0	MICROSOFT VISUAL STUDIO PROFESSIONAL EDITION	6.0	1	Y	NATIV	2006-08-16 16:49:27.419138
Microsoft Visual Studio Service Pack 3	6.0.0.1	HOLDER	0	MICROSOFT VISUAL STUDIO	6.0.0.1	1	N	NATIV	2006-08-16 16:49:27.419138
Microsoft Visual Studio Service Pack 3	6.0.0.2	HOLDER	0	MICROSOFT VISUAL STUDIO	6.0.0.2	1	N	NATIV	2006-08-16 16:49:27.419138
Microsoft Visual Studio Service Pack 3	6.0.0.4	HOLDER	0	MICROSOFT VISUAL STUDIO	6.0.0.4	1	N	NATIV	2006-08-16 16:49:27.419138
Microsoft Windows NT Resource Kit 4.0, Supplement 4	""	HOLDER	0	MICROSOFT WINDOWS NT RESOURCE KIT	4.0	1	N	NATIV	2006-08-16 16:49:27.419138
Microsoft Windows XP Professional Resource Kit, 2nd Ed eBook	""	HOLDER	0	MICROSOFT WINDOWS NT RESOURCE KIT	*	1	N	NATIV	2006-08-16 16:49:27.419138
Carbon Copy 32	""	HOLDER	0	ALTIRIS CARBON COPY	*	1	Y	NATIV	2006-08-16 16:49:27.419138
MindManager X5	5.0.942	HOLDER	0	MINDJET MINDMANAGER	5.0.942	1	Y	NATIV	2006-08-16 16:49:27.419138
MindManager X5	5.1.215	HOLDER	0	MINDJET MINDMANAGER	5.1.215	1	Y	NATIV	2006-08-16 16:49:27.419138
MindManager X5	5.1.220	HOLDER	0	MINDJET MINDMANAGER	5.1.220	1	Y	NATIV	2006-08-16 16:49:27.419138
Carbon Copy Access Edition	""	HOLDER	0	ALTIRIS CARBON COPY	*	1	Y	NATIV	2006-08-16 16:49:27.419138
MindManager X5 Pro	5.0.874	HOLDER	0	MINDJET MINDMANAGER	5.0.874	1	Y	NATIV	2006-08-16 16:49:27.419138
MindManager X5 Pro	5.0.878	HOLDER	0	MINDJET MINDMANAGER	5.0.878	1	Y	NATIV	2006-08-16 16:49:27.419138
MindManager X5 Pro	5.0.942	HOLDER	0	MINDJET MINDMANAGER	5.0.942	1	Y	NATIV	2006-08-16 16:49:27.419138
MindManager X5 Pro	5.1.215	HOLDER	0	MINDJET MINDMANAGER	5.1.215	1	Y	NATIV	2006-08-16 16:49:27.419138
MindManager X5 Trial	5.1.215	HOLDER	0	MINDJET MINDMANAGER	5.1.215	1	Y	NATIV	2006-08-16 16:49:27.419138
MindManager X5 Trial	5.1.220	HOLDER	0	MINDJET MINDMANAGER	5.1.220	1	Y	NATIV	2006-08-16 16:49:27.419138
MindManager X5 Viewer	5.1.215	HOLDER	0	MINDJET MINDMANAGER	5.1.215	1	Y	NATIV	2006-08-16 16:49:27.419138
MindManager X5 Viewer	5.1.223	HOLDER	0	MINDJET MINDMANAGER	5.1.223	1	Y	NATIV	2006-08-16 16:49:27.419138
MirrorDisk/UX	B.10.10	HOLDER	0	HP MIRRORDISK/UX	B.10.10	1	Y	NATIV	2006-08-16 16:49:27.419138
MirrorDisk/UX	B.10.20	HOLDER	0	HP MIRRORDISK/UX	B.10.20	1	Y	NATIV	2006-08-16 16:49:27.419138
MirrorDisk/UX	B.11.00	HOLDER	0	HP MIRRORDISK/UX	B.11.00	1	Y	NATIV	2006-08-16 16:49:27.419138
MirrorDisk/UX	B.11.11	HOLDER	0	HP MIRRORDISK/UX	B.11.11	1	Y	NATIV	2006-08-16 16:49:27.419138
Mobile Connection Manager	01.00.00.00	HOLDER	0	AIRPRIME MOBILE CONNECTION MANAGER	01.00.00.00	1	Y	NATIV	2006-08-16 16:49:27.419138
NI LabVIEW 7.0	7.0.0.140	HOLDER	0	NATIONAL INSTRUMENTS LABVIEW	7.0.0.140	1	Y	NATIV	2006-08-16 16:49:27.419138
NI LabVIEW Advanced Analysis 6.1	6.1	HOLDER	0	NATIONAL INSTRUMENTS LABVIEW	6.1	1	Y	NATIV	2006-08-16 16:49:27.419138
NI LabVIEW Advanced Analysis 7.0	7.0	HOLDER	0	NATIONAL INSTRUMENTS LABVIEW	7.0	1	Y	NATIV	2006-08-16 16:49:27.419138
NI Switch Executive 1.0.1	1.01.49154	HOLDER	0	NATIONAL INSTRUMENTS SWITCH EXECUTIVE	1.01.49154	1	Y	NATIV	2006-08-16 16:49:27.419138
NI TestStand 3.0	3.0.12373	HOLDER	0	NATIONAL INSTRUMENTS TESTSTAND	3.0.12373	1	Y	NATIV	2006-08-16 16:49:27.419138
Napster	2.2.0.9	HOLDER	0	NAPSTER	2.2.0.9	1	N	NATIV	2006-08-16 16:49:27.419138
Napster	2.5.1.4	HOLDER	0	NAPSTER	2.5.1.4	1	N	NATIV	2006-08-16 16:49:27.419138
